,,,,,
Input,Match type,Approved symbol,Approved name,HGNC ID,Location
SCYL3,Approved symbol,SCYL3,SCY1 like pseudokinase 3,HGNC:19285,1q24.2
SCYL3,Alias symbol,CCL15,C-C motif chemokine ligand 15,HGNC:10613,17q12
SDF4,Approved symbol,SDF4,stromal cell derived factor 4,HGNC:24188,1p36.33
SDHA,Approved symbol,SDHA,succinate dehydrogenase complex flavoprotein subunit A,HGNC:10680,5p15.33
SDHD,Approved symbol,SDHD,succinate dehydrogenase complex subunit D,HGNC:10683,11q23.1
SDK1,Approved symbol,SDK1,sidekick cell adhesion molecule 1,HGNC:19307,7p22.2
SDK2,Approved symbol,SDK2,sidekick cell adhesion molecule 2,HGNC:19308,17q25.1
SDPR,Previous symbol,CAVIN2,caveolae associated protein 2,HGNC:10690,2q32.3
SDR39U1,Approved symbol,SDR39U1,short chain dehydrogenase/reductase family 39U member 1,HGNC:20275,14q12
SEC13,Approved symbol,SEC13,"SEC13 homolog, nuclear pore and COPII coat complex component",HGNC:10697,3p25.3
SEC14L1,Approved symbol,SEC14L1,SEC14 like lipid binding 1,HGNC:10698,17q25.2-q25.3
SEC16A,Approved symbol,SEC16A,"SEC16 homolog A, endoplasmic reticulum export factor",HGNC:29006,9q34.3
SEC22B,Approved symbol,SEC22B,"SEC22 homolog B, vesicle trafficking protein",HGNC:10700,1p12
SEC24A,Approved symbol,SEC24A,"SEC24 homolog A, COPII coat complex component",HGNC:10703,5q31.1
SEC61A2,Approved symbol,SEC61A2,SEC61 translocon subunit alpha 2,HGNC:17702,10p14
SECISBP2,Approved symbol,SECISBP2,SECIS binding protein 2,HGNC:30972,9q22.2
SECISBP2L,Approved symbol,SECISBP2L,SECIS binding protein 2 like,HGNC:28997,15q21.1
SEL1L3,Approved symbol,SEL1L3,SEL1L family member 3,HGNC:29108,4p15.2
SELO,Alias symbol,SELENOO,selenoprotein O,HGNC:30395,22q13.33
SEMA3A,Approved symbol,SEMA3A,semaphorin 3A,HGNC:10723,7q21.11
SEMA3C,Approved symbol,SEMA3C,semaphorin 3C,HGNC:10725,7q21.11
SEMA3D,Approved symbol,SEMA3D,semaphorin 3D,HGNC:10726,7q21.11
SEMA3F,Approved symbol,SEMA3F,semaphorin 3F,HGNC:10728,3p21.31
SEMA4C,Approved symbol,SEMA4C,semaphorin 4C,HGNC:10731,2q11.2
SEMA4G,Approved symbol,SEMA4G,semaphorin 4G,HGNC:10735,10q24.31
SEMA5B,Approved symbol,SEMA5B,semaphorin 5B,HGNC:10737,3q21.1
SEMA6A,Approved symbol,SEMA6A,semaphorin 6A,HGNC:10738,5q23.1
SEMA6B,Approved symbol,SEMA6B,semaphorin 6B,HGNC:10739,19p13.3
SEPHS1,Approved symbol,SEPHS1,selenophosphate synthetase 1,HGNC:19685,10p13
SERHL2,Approved symbol,SERHL2,serine hydrolase like 2,HGNC:29446,22q13.2
SERINC2,Approved symbol,SERINC2,serine incorporator 2,HGNC:23231,1p35.2
SERINC5,Approved symbol,SERINC5,serine incorporator 5,HGNC:18825,5q14.1
SERPINA9,Approved symbol,SERPINA9,serpin family A member 9,HGNC:15995,14q32.13
SERPINB11,Approved symbol,SERPINB11,serpin family B member 11,HGNC:14221,18q21.33
SERPINB11,Previous symbol,SERPINB8P1,serpin family B member 8 pseudogene 1,HGNC:8953,6p25.2
SERPINB5,Approved symbol,SERPINB5,serpin family B member 5,HGNC:8949,18q21.33
SERPINB7,Approved symbol,SERPINB7,serpin family B member 7,HGNC:13902,18q21.33
SERPINB8,Approved symbol,SERPINB8,serpin family B member 8,HGNC:8952,18q22.1
SERPINE2,Approved symbol,SERPINE2,serpin family E member 2,HGNC:8951,2q36.1
SESN2,Approved symbol,SESN2,sestrin 2,HGNC:20746,1p35.3
SETD4,Approved symbol,SETD4,SET domain containing 4,HGNC:1258,21q22.12
SETD8,Previous symbol,KMT5A,lysine methyltransferase 5A,HGNC:29489,12q24.31
SETD9,Approved symbol,SETD9,SET domain containing 9,HGNC:28508,5q11.2
SETMAR,Approved symbol,SETMAR,SET domain and mariner transposase fusion gene,HGNC:10762,3p26.1
SETX,Approved symbol,SETX,senataxin,HGNC:445,9q34.13
SEZ6L2,Approved symbol,SEZ6L2,seizure related 6 homolog like 2,HGNC:30844,16p11.2
SF3A1,Approved symbol,SF3A1,splicing factor 3a subunit 1,HGNC:10765,22q12.2
SF3A2,Approved symbol,SF3A2,splicing factor 3a subunit 2,HGNC:10766,19p13.3
SF3B1,Approved symbol,SF3B1,splicing factor 3b subunit 1,HGNC:10768,2q33.1
SF3B1,Alias symbol,SF3B2,splicing factor 3b subunit 2,HGNC:10769,11q13.1
SFMBT2,Approved symbol,SFMBT2,Scm like with four mbt domains 2,HGNC:20256,10p14
SFPQ,Approved symbol,SFPQ,splicing factor proline and glutamine rich,HGNC:10774,1p34.3
SFRP4,Approved symbol,SFRP4,secreted frizzled related protein 4,HGNC:10778,7p14.1
SFSWAP,Approved symbol,SFSWAP,splicing factor SWAP,HGNC:10790,12q24.33
SFTPA1,Approved symbol,SFTPA1,surfactant protein A1,HGNC:10798,10q22.3
SFXN2,Approved symbol,SFXN2,sideroflexin 2,HGNC:16086,10q24.32
SFXN4,Approved symbol,SFXN4,sideroflexin 4,HGNC:16088,10q26.11
SFXN5,Approved symbol,SFXN5,sideroflexin 5,HGNC:16073,2p13.2
SGCA,Approved symbol,SGCA,sarcoglycan alpha,HGNC:10805,17q21.33
SGCD,Approved symbol,SGCD,sarcoglycan delta,HGNC:10807,5q33.2-q33.3
SGIP1,Approved symbol,SGIP1,SH3GL interacting endocytic adaptor 1,HGNC:25412,1p31.3
SGK1,Approved symbol,SGK1,serum/glucocorticoid regulated kinase 1,HGNC:10810,6q23.2
PRAG1,Approved symbol,PRAG1,"PEAK1 related, kinase-activating pseudokinase 1",HGNC:25438,8p23.1
SGOL2,Previous symbol,SGO2,shugoshin 2,HGNC:30812,2q33.1
SGSM2,Approved symbol,SGSM2,small G protein signaling modulator 2,HGNC:29026,17p13.3
SH2D2A,Approved symbol,SH2D2A,SH2 domain containing 2A,HGNC:10821,1q23.1
SH2D3C,Approved symbol,SH2D3C,SH2 domain containing 3C,HGNC:16884,9q34.11
SH2D4A,Approved symbol,SH2D4A,SH2 domain containing 4A,HGNC:26102,8p21.3
SH3BP5,Approved symbol,SH3BP5,SH3 domain binding protein 5,HGNC:10827,3p25.1
SH3D19,Approved symbol,SH3D19,SH3 domain containing 19,HGNC:30418,4q31.3
SH3GL1,Approved symbol,SH3GL1,"SH3 domain containing GRB2 like 1, endophilin A2",HGNC:10830,19p13.3
SH3GL2,Approved symbol,SH3GL2,"SH3 domain containing GRB2 like 2, endophilin A1",HGNC:10831,9p22.2
SH3KBP1,Approved symbol,SH3KBP1,SH3 domain containing kinase binding protein 1,HGNC:13867,Xp22.12
SH3PXD2B,Approved symbol,SH3PXD2B,SH3 and PX domains 2B,HGNC:29242,5q35.1
SH3TC2,Approved symbol,SH3TC2,SH3 domain and tetratricopeptide repeats 2,HGNC:29427,5q32
SHANK1,Approved symbol,SHANK1,SH3 and multiple ankyrin repeat domains 1,HGNC:15474,19q13.33
SHANK2,Approved symbol,SHANK2,SH3 and multiple ankyrin repeat domains 2,HGNC:14295,11q13.3-q13.4
SHANK3,Approved symbol,SHANK3,SH3 and multiple ankyrin repeat domains 3,HGNC:14294,22q13.33
SHF,Approved symbol,SHF,Src homology 2 domain containing F,HGNC:25116,15q21.1
SHH,Approved symbol,SHH,sonic hedgehog signaling molecule,HGNC:10848,7q36.3
SHISA5,Approved symbol,SHISA5,shisa family member 5,HGNC:30376,3p21.31
SHISA6,Approved symbol,SHISA6,shisa family member 6,HGNC:34491,17p12
SHISA9,Approved symbol,SHISA9,shisa family member 9,HGNC:37231,16p13.12
SHROOM1,Approved symbol,SHROOM1,shroom family member 1,HGNC:24084,5q31.1
SHROOM4,Approved symbol,SHROOM4,shroom family member 4,HGNC:29215,Xp11.22
SI,Approved symbol,SI,sucrase-isomaltase,HGNC:10856,3q26.1
SI,Alias symbol,PMEL,premelanosome protein,HGNC:10880,12q13.2
SIAH3,Approved symbol,SIAH3,siah E3 ubiquitin protein ligase family member 3,HGNC:30553,13q14.13
SIDT1,Approved symbol,SIDT1,SID1 transmembrane family member 1,HGNC:25967,3q13.2
SIDT2,Approved symbol,SIDT2,SID1 transmembrane family member 2,HGNC:24272,11q23.3
SIGLEC1,Approved symbol,SIGLEC1,sialic acid binding Ig like lectin 1,HGNC:11127,20p13
SIGLEC5,Approved symbol,SIGLEC5,sialic acid binding Ig like lectin 5,HGNC:10874,19q13.41
SIK3,Approved symbol,SIK3,SIK family kinase 3,HGNC:29165,11q23.3
SIM2,Approved symbol,SIM2,SIM bHLH transcription factor 2,HGNC:10883,21q22.13
SIPA1,Approved symbol,SIPA1,signal-induced proliferation-associated 1,HGNC:10885,11q13.1
SIPA1L1,Approved symbol,SIPA1L1,signal induced proliferation associated 1 like 1,HGNC:20284,14q24.2
SIPA1L2,Approved symbol,SIPA1L2,signal induced proliferation associated 1 like 2,HGNC:23800,1q42.2
SIRT2,Approved symbol,SIRT2,sirtuin 2,HGNC:10886,19q13.2
SIX4,Approved symbol,SIX4,SIX homeobox 4,HGNC:10890,14q23.1
SIX5,Approved symbol,SIX5,SIX homeobox 5,HGNC:10891,19q13.32
SKA3,Approved symbol,SKA3,spindle and kinetochore associated complex subunit 3,HGNC:20262,13q12.11
SKAP2,Approved symbol,SKAP2,src kinase associated phosphoprotein 2,HGNC:15687,7p15.2
SKI,Approved symbol,SKI,SKI proto-oncogene,HGNC:10896,1p36.33-p36.32
SKI,Alias symbol,HHAT,hedgehog acyltransferase,HGNC:18270,1q32.2
SKIV2L2,Previous symbol,MTREX,Mtr4 exosome RNA helicase,HGNC:18734,5q11.2
SKP2,Approved symbol,SKP2,S-phase kinase associated protein 2,HGNC:10901,5p13.2
SLC10A3,Approved symbol,SLC10A3,solute carrier family 10 member 3,HGNC:22979,Xq28
SLC10A4,Approved symbol,SLC10A4,solute carrier family 10 member 4,HGNC:22980,4p11
SLC11A1,Approved symbol,SLC11A1,solute carrier family 11 member 1,HGNC:10907,2q35
SLC12A1,Approved symbol,SLC12A1,solute carrier family 12 member 1,HGNC:10910,15q21.1
SLC12A5,Approved symbol,SLC12A5,solute carrier family 12 member 5,HGNC:13818,20q13.12
SLC12A8,Approved symbol,SLC12A8,solute carrier family 12 member 8,HGNC:15595,3q21.2
SLC13A3,Approved symbol,SLC13A3,solute carrier family 13 member 3,HGNC:14430,20q13.12
SLC13A4,Approved symbol,SLC13A4,solute carrier family 13 member 4,HGNC:15827,7q33
SLC16A11,Approved symbol,SLC16A11,solute carrier family 16 member 11,HGNC:23093,17p13.1
SLC16A7,Approved symbol,SLC16A7,solute carrier family 16 member 7,HGNC:10928,12q14.1
SLC16A9,Approved symbol,SLC16A9,solute carrier family 16 member 9,HGNC:23520,10q21.2
SLC17A2,Approved symbol,SLC17A2,solute carrier family 17 member 2,HGNC:10930,6p22.2
SLC17A2,Previous symbol,SLC34A1,solute carrier family 34 member 1,HGNC:11019,5q35.3
SLC17A4,Approved symbol,SLC17A4,solute carrier family 17 member 4,HGNC:10932,6p22.2
SLC18A3,Approved symbol,SLC18A3,solute carrier family 18 member A3,HGNC:10936,10q11.23
SLC1A6,Approved symbol,SLC1A6,solute carrier family 1 member 6,HGNC:10944,19p13.12
SLC1A7,Approved symbol,SLC1A7,solute carrier family 1 member 7,HGNC:10945,1p32.3
SLC20A2,Approved symbol,SLC20A2,solute carrier family 20 member 2,HGNC:10947,8p11.21
SLC22A12,Approved symbol,SLC22A12,solute carrier family 22 member 12,HGNC:17989,11q13.1
SLC22A15,Approved symbol,SLC22A15,solute carrier family 22 member 15,HGNC:20301,1p13.1
SLC22A16,Approved symbol,SLC22A16,solute carrier family 22 member 16,HGNC:20302,6q21
SLC22A17,Approved symbol,SLC22A17,solute carrier family 22 member 17,HGNC:23095,14q11.2
SLC22A23,Approved symbol,SLC22A23,solute carrier family 22 member 23,HGNC:21106,6p25.2
SLC22A25,Approved symbol,SLC22A25,solute carrier family 22 member 25,HGNC:32935,11q12.3
SLC22A31,Approved symbol,SLC22A31,solute carrier family 22 member 31,HGNC:27091,16q24.3
SLC22A4,Approved symbol,SLC22A4,solute carrier family 22 member 4,HGNC:10968,5q31.1
SLC22A6,Approved symbol,SLC22A6,solute carrier family 22 member 6,HGNC:10970,11q12.3
SLC24A2,Approved symbol,SLC24A2,solute carrier family 24 member 2,HGNC:10976,9p22.1
SLC24A3,Approved symbol,SLC24A3,solute carrier family 24 member 3,HGNC:10977,20p11.23
SLC25A12,Approved symbol,SLC25A12,solute carrier family 25 member 12,HGNC:10982,2q31.1
SLC25A14,Approved symbol,SLC25A14,solute carrier family 25 member 14,HGNC:10984,Xq26.1
SLC25A16,Approved symbol,SLC25A16,solute carrier family 25 member 16,HGNC:10986,10q21.3
SLC25A20,Approved symbol,SLC25A20,solute carrier family 25 member 20,HGNC:1421,3p21.31
SLC25A26,Approved symbol,SLC25A26,solute carrier family 25 member 26,HGNC:20661,3p14.1
SLC25A39,Approved symbol,SLC25A39,solute carrier family 25 member 39,HGNC:24279,17q21.31
SLC25A41,Approved symbol,SLC25A41,solute carrier family 25 member 41,HGNC:28533,19p13.3
SLC26A11,Approved symbol,SLC26A11,solute carrier family 26 member 11,HGNC:14471,17q25.3
SLC26A8,Approved symbol,SLC26A8,solute carrier family 26 member 8,HGNC:14468,6p21.31
SLC27A1,Approved symbol,SLC27A1,solute carrier family 27 member 1,HGNC:10995,19p13.11
SLC27A3,Approved symbol,SLC27A3,solute carrier family 27 member 3,HGNC:10997,1q21.3
SLC27A4,Approved symbol,SLC27A4,solute carrier family 27 member 4,HGNC:10998,9q34.11
SLC29A1,Approved symbol,SLC29A1,solute carrier family 29 member 1 (Augustine blood group),HGNC:11003,6p21.1
SLC29A4,Approved symbol,SLC29A4,solute carrier family 29 member 4,HGNC:23097,7p22.1
SLC2A1,Approved symbol,SLC2A1,solute carrier family 2 member 1,HGNC:11005,1p34.2
SLC2A13,Approved symbol,SLC2A13,solute carrier family 2 member 13,HGNC:15956,12q12
SLC2A3,Approved symbol,SLC2A3,solute carrier family 2 member 3,HGNC:11007,12p13.31
SLC30A5,Approved symbol,SLC30A5,solute carrier family 30 member 5,HGNC:19089,5q13.1-q13.2
SLC34A1,Approved symbol,SLC34A1,solute carrier family 34 member 1,HGNC:11019,5q35.3
SLC34A3,Approved symbol,SLC34A3,solute carrier family 34 member 3,HGNC:20305,9q34.3
SLC35A1,Approved symbol,SLC35A1,solute carrier family 35 member A1,HGNC:11021,6q15
SLC35A5,Approved symbol,SLC35A5,solute carrier family 35 member A5,HGNC:20792,3q13.2
SLC35B1,Approved symbol,SLC35B1,solute carrier family 35 member B1,HGNC:20798,17q21.33
SLC35D3,Approved symbol,SLC35D3,solute carrier family 35 member D3,HGNC:15621,6q23.3
SLC35F3,Approved symbol,SLC35F3,solute carrier family 35 member F3,HGNC:23616,1q42.2
SLC36A2,Approved symbol,SLC36A2,solute carrier family 36 member 2,HGNC:18762,5q33.1
SLC36A3,Approved symbol,SLC36A3,solute carrier family 36 member 3,HGNC:19659,5q33.1
SLC37A4,Approved symbol,SLC37A4,solute carrier family 37 member 4,HGNC:4061,11q23.3
SLC38A11,Approved symbol,SLC38A11,solute carrier family 38 member 11,HGNC:26836,2q24.3
SLC38A3,Approved symbol,SLC38A3,solute carrier family 38 member 3,HGNC:18044,3p21.31
SLC38A5,Approved symbol,SLC38A5,solute carrier family 38 member 5,HGNC:18070,Xp11.23
SLC38A8,Approved symbol,SLC38A8,solute carrier family 38 member 8,HGNC:32434,16q23.3
SLC39A1,Approved symbol,SLC39A1,solute carrier family 39 member 1,HGNC:12876,1q21.3
SLC39A13,Approved symbol,SLC39A13,solute carrier family 39 member 13,HGNC:20859,11p11.2
SLC39A3,Approved symbol,SLC39A3,solute carrier family 39 member 3,HGNC:17128,19p13.3
SLC39A5,Approved symbol,SLC39A5,solute carrier family 39 member 5,HGNC:20502,12q13.3
SLC39A8,Approved symbol,SLC39A8,solute carrier family 39 member 8,HGNC:20862,4q24
SLC41A3,Approved symbol,SLC41A3,solute carrier family 41 member 3,HGNC:31046,3q21.2-q21.3
SLC43A2,Approved symbol,SLC43A2,solute carrier family 43 member 2,HGNC:23087,17p13.3
SLC44A1,Approved symbol,SLC44A1,solute carrier family 44 member 1,HGNC:18798,9q31.1-q31.2
SLC44A2,Approved symbol,SLC44A2,solute carrier family 44 member 2,HGNC:17292,19p13.2
SLC44A3,Approved symbol,SLC44A3,solute carrier family 44 member 3,HGNC:28689,1p21.3
SLC44A5,Approved symbol,SLC44A5,solute carrier family 44 member 5,HGNC:28524,1p31.1
SLC45A4,Approved symbol,SLC45A4,solute carrier family 45 member 4,HGNC:29196,8q24.3
SLC4A1,Approved symbol,SLC4A1,solute carrier family 4 member 1 (Diego blood group),HGNC:11027,17q21.31
SLC4A11,Approved symbol,SLC4A11,solute carrier family 4 member 11,HGNC:16438,20p13
SLC4A2,Approved symbol,SLC4A2,solute carrier family 4 member 2,HGNC:11028,7q36.1
SLC4A4,Approved symbol,SLC4A4,solute carrier family 4 member 4,HGNC:11030,4q13.3
SLC4A5,Approved symbol,SLC4A5,solute carrier family 4 member 5,HGNC:18168,2p13.1
SLC4A5,Previous symbol,SLC4A4,solute carrier family 4 member 4,HGNC:11030,4q13.3
SLC5A11,Approved symbol,SLC5A11,solute carrier family 5 member 11,HGNC:23091,16p12.1
SLC5A3,Approved symbol,SLC5A3,solute carrier family 5 member 3,HGNC:11038,21q22.11
SLC5A4,Approved symbol,SLC5A4,solute carrier family 5 member 4,HGNC:11039,22q12.3
SLC5A5,Approved symbol,SLC5A5,solute carrier family 5 member 5,HGNC:11040,19p13.11
SLC6A12,Approved symbol,SLC6A12,solute carrier family 6 member 12,HGNC:11045,12p13.33
SLC6A13,Approved symbol,SLC6A13,solute carrier family 6 member 13,HGNC:11046,12p13.33
SLC6A15,Approved symbol,SLC6A15,solute carrier family 6 member 15,HGNC:13621,12q21.31
SLC6A16,Approved symbol,SLC6A16,solute carrier family 6 member 16,HGNC:13622,19q13.33
SLC7A11,Approved symbol,SLC7A11,solute carrier family 7 member 11,HGNC:11059,4q28.3
SLC7A2,Approved symbol,SLC7A2,solute carrier family 7 member 2,HGNC:11060,8p22
SLC7A3,Approved symbol,SLC7A3,solute carrier family 7 member 3,HGNC:11061,Xq13.1
SLC7A4,Approved symbol,SLC7A4,solute carrier family 7 member 4,HGNC:11062,22q11.21
SLC7A9,Approved symbol,SLC7A9,solute carrier family 7 member 9,HGNC:11067,19q13.11
SLC8A1,Approved symbol,SLC8A1,solute carrier family 8 member A1,HGNC:11068,2p22.1
SLC8A2,Approved symbol,SLC8A2,solute carrier family 8 member A2,HGNC:11069,19q13.32
SLC8A3,Approved symbol,SLC8A3,solute carrier family 8 member A3,HGNC:11070,14q24.2
SLC9A1,Approved symbol,SLC9A1,solute carrier family 9 member A1,HGNC:11071,1p36.11
SLC9A2,Approved symbol,SLC9A2,solute carrier family 9 member A2,HGNC:11072,2q12.1
SLC9A5,Approved symbol,SLC9A5,solute carrier family 9 member A5,HGNC:11078,16q22.1
SLC9A6,Approved symbol,SLC9A6,solute carrier family 9 member A6,HGNC:11079,Xq26.3
SLC9A7,Approved symbol,SLC9A7,solute carrier family 9 member A7,HGNC:17123,Xp11.3
SLC9B2,Approved symbol,SLC9B2,solute carrier family 9 member B2,HGNC:25143,4q24
SLCO1A2,Approved symbol,SLCO1A2,solute carrier organic anion transporter family member 1A2,HGNC:10956,12p12.1
SLCO1B1,Approved symbol,SLCO1B1,solute carrier organic anion transporter family member 1B1,HGNC:10959,12p12.1
SLCO1B3,Approved symbol,SLCO1B3,solute carrier organic anion transporter family member 1B3,HGNC:10961,12p12.2
SLCO1B7,Approved symbol,SLCO1B7,solute carrier organic anion transporter family member 1B7 (putative),HGNC:32934,12p12.2
SLCO1C1,Approved symbol,SLCO1C1,solute carrier organic anion transporter family member 1C1,HGNC:13819,12p12.2
SLCO2A1,Approved symbol,SLCO2A1,solute carrier organic anion transporter family member 2A1,HGNC:10955,3q22.1-q22.2
SLCO3A1,Approved symbol,SLCO3A1,solute carrier organic anion transporter family member 3A1,HGNC:10952,15q26.1
SLCO5A1,Approved symbol,SLCO5A1,solute carrier organic anion transporter family member 5A1,HGNC:19046,8q13.3
SLCO6A1,Approved symbol,SLCO6A1,solute carrier organic anion transporter family member 6A1,HGNC:23613,5q21.1
SLFN12,Approved symbol,SLFN12,schlafen family member 12,HGNC:25500,17q12
SLFN14,Approved symbol,SLFN14,schlafen family member 14,HGNC:32689,17q12
SLIT1,Approved symbol,SLIT1,slit guidance ligand 1,HGNC:11085,10q24.1
SLIT1,Alias symbol,SLIT3,slit guidance ligand 3,HGNC:11087,5q34-q35.1
SLIT2,Approved symbol,SLIT2,slit guidance ligand 2,HGNC:11086,4p15.31
SLIT2,Alias symbol,SLIT3,slit guidance ligand 3,HGNC:11087,5q34-q35.1
SLIT3,Approved symbol,SLIT3,slit guidance ligand 3,HGNC:11087,5q34-q35.1
SLIT3,Alias symbol,SLIT1,slit guidance ligand 1,HGNC:11085,10q24.1
SLITRK1,Approved symbol,SLITRK1,SLIT and NTRK like family member 1,HGNC:20297,13q31.1
SLITRK2,Approved symbol,SLITRK2,SLIT and NTRK like family member 2,HGNC:13449,Xq27.3
SLITRK4,Approved symbol,SLITRK4,SLIT and NTRK like family member 4,HGNC:23502,Xq27.3
SLITRK5,Approved symbol,SLITRK5,SLIT and NTRK like family member 5,HGNC:20295,13q31.2
SLMAP,Approved symbol,SLMAP,sarcolemma associated protein,HGNC:16643,3p14.3
SMAD4,Approved symbol,SMAD4,SMAD family member 4,HGNC:6770,18q21.2
SMAD6,Approved symbol,SMAD6,SMAD family member 6,HGNC:6772,15q22.31
SMAD9,Approved symbol,SMAD9,SMAD family member 9,HGNC:6774,13q13.3
SMAP1,Approved symbol,SMAP1,small ArfGAP 1,HGNC:19651,6q13
SMARCA2,Approved symbol,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",HGNC:11098,9p24.3
SMARCA4,Approved symbol,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",HGNC:11100,19p13.2
SMARCB1,Approved symbol,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",HGNC:11103,22q11.23
SMARCC1,Approved symbol,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",HGNC:11104,3p21.31
SMARCE1,Approved symbol,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",HGNC:11109,17q21.2
SMC1A,Approved symbol,SMC1A,structural maintenance of chromosomes 1A,HGNC:11111,Xp11.22
SMC1B,Approved symbol,SMC1B,structural maintenance of chromosomes 1B,HGNC:11112,22q13.31
SMC2,Approved symbol,SMC2,structural maintenance of chromosomes 2,HGNC:14011,9q31.1
SMC6,Approved symbol,SMC6,structural maintenance of chromosomes 6,HGNC:20466,2p24.2
SMCHD1,Approved symbol,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,HGNC:29090,18p11.32
SMCO4,Approved symbol,SMCO4,single-pass membrane protein with coiled-coil domains 4,HGNC:24810,11q21
SMDT1,Approved symbol,SMDT1,single-pass membrane protein with aspartate rich tail 1,HGNC:25055,22q13.2
SMEK1,Previous symbol,PPP4R3A,protein phosphatase 4 regulatory subunit 3A,HGNC:20219,14q32.12
SMG1,Approved symbol,SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase,HGNC:30045,16p12.3
SMG7,Approved symbol,SMG7,SMG7 nonsense mediated mRNA decay factor,HGNC:16792,1q25.3
SMNDC1,Approved symbol,SMNDC1,survival motor neuron domain containing 1,HGNC:16900,10q25.2
SMOC1,Approved symbol,SMOC1,SPARC related modular calcium binding 1,HGNC:20318,14q24.1
SMPD1,Approved symbol,SMPD1,sphingomyelin phosphodiesterase 1,HGNC:11120,11p15.4
SMPD4,Approved symbol,SMPD4,sphingomyelin phosphodiesterase 4,HGNC:32949,2q21.1
SMPDL3B,Approved symbol,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B,HGNC:21416,1p35.3
SMTN,Approved symbol,SMTN,smoothelin,HGNC:11126,22q12.2
SMTNL1,Approved symbol,SMTNL1,smoothelin like 1,HGNC:32394,11q12.1
SMU1,Approved symbol,SMU1,SMU1 DNA replication regulator and spliceosomal factor,HGNC:18247,9p21.1
SMURF1,Approved symbol,SMURF1,SMAD specific E3 ubiquitin protein ligase 1,HGNC:16807,7q22.1
SMURF2,Approved symbol,SMURF2,SMAD specific E3 ubiquitin protein ligase 2,HGNC:16809,17q23.3-q24.1
SMYD1,Approved symbol,SMYD1,SET and MYND domain containing 1,HGNC:20986,2p11.2
SNAP47,Approved symbol,SNAP47,synaptosome associated protein 47,HGNC:30669,1q42.13
SNAPC4,Approved symbol,SNAPC4,small nuclear RNA activating complex polypeptide 4,HGNC:11137,9q34.3
SNCAIP,Approved symbol,SNCAIP,synuclein alpha interacting protein,HGNC:11139,5q23.2
SND1,Approved symbol,SND1,staphylococcal nuclease and tudor domain containing 1,HGNC:30646,7q32.1
SNPH,Approved symbol,SNPH,syntaphilin,HGNC:15931,20p13
SNRK,Approved symbol,SNRK,SNF related kinase,HGNC:30598,3p22.1
SNTA1,Approved symbol,SNTA1,syntrophin alpha 1,HGNC:11167,20q11.21
SNTG2,Approved symbol,SNTG2,syntrophin gamma 2,HGNC:13741,2p25.3
SNUPN,Approved symbol,SNUPN,snurportin 1,HGNC:14245,15q24.2
SNX21,Approved symbol,SNX21,sorting nexin family member 21,HGNC:16154,20q13.12
SNX29,Approved symbol,SNX29,sorting nexin 29,HGNC:30542,16p13.13-p13.12
SOCS6,Approved symbol,SOCS6,suppressor of cytokine signaling 6,HGNC:16833,18q22.2
SOD1,Approved symbol,SOD1,superoxide dismutase 1,HGNC:11179,21q22.11
SOD3,Approved symbol,SOD3,superoxide dismutase 3,HGNC:11181,4p15.2
SOGA1,Approved symbol,SOGA1,"suppressor of glucose, autophagy associated 1",HGNC:16111,20q11.23
SOGA2,Previous symbol,MTCL1,microtubule crosslinking factor 1,HGNC:29121,18p11.22
SOGA3,Approved symbol,SOGA3,SOGA family member 3,HGNC:21494,6q22.33
SORBS1,Approved symbol,SORBS1,sorbin and SH3 domain containing 1,HGNC:14565,10q24.1
SORBS3,Approved symbol,SORBS3,sorbin and SH3 domain containing 3,HGNC:30907,8p21.3
SORCS1,Approved symbol,SORCS1,sortilin related VPS10 domain containing receptor 1,HGNC:16697,10q25.1
SORD,Approved symbol,SORD,sorbitol dehydrogenase,HGNC:11184,15q21.1
SORL1,Approved symbol,SORL1,sortilin related receptor 1,HGNC:11185,11q24.1
SOS1,Approved symbol,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1,HGNC:11187,2p22.1
SOS2,Approved symbol,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2,HGNC:11188,14q21.3
SOX12,Approved symbol,SOX12,SRY-box transcription factor 12,HGNC:11198,20p13
SOX15,Approved symbol,SOX15,SRY-box transcription factor 15,HGNC:11196,17p13.1
SOX3,Approved symbol,SOX3,SRY-box transcription factor 3,HGNC:11199,Xq27.1
SOX6,Approved symbol,SOX6,SRY-box transcription factor 6,HGNC:16421,11p15.2
SOX9,Approved symbol,SOX9,SRY-box transcription factor 9,HGNC:11204,17q24.3
SP140L,Approved symbol,SP140L,SP140 nuclear body protein like,HGNC:25105,2q37.1
SP2,Approved symbol,SP2,Sp2 transcription factor,HGNC:11207,17q21.32
